original_id,original_input,label,cohere_resp,language,task
22,"Geteilter Kettenbrief in Niedersachsen: Verbrecher geben vor, Rauchmelder prüfen zu wollen, um in Wohnung zu gelangen",true,50,de,cohere-zero-shot-100-threshold
19,"Dubai, espalha bandeira do Brasil pelo país",false,10,pt,cohere-zero-shot-100-threshold
23,Quase 40% do nosso esgoto não é tratado,true,55.,pt,cohere-zero-shot-100-threshold
24,டான்சானியாவில் இருக்கும் ஏரியில் பறவைகள் கற்களாக மாறி வருகிறது.,partly true/misleading,80,ta,cohere-zero-shot-100-threshold
27,ტურისტების რიცხვმა 9 მილიონს გადააჭარბა,partly true/misleading,80,ka,cohere-zero-shot-100-threshold
29,Duden listet „Inschallah“ neu als deutsches Wort,false,10,de,cohere-zero-shot-100-threshold
28,"Disse ao funcionário que um termômetro infravermelho nunca deve ser apontado para a testa de alguém, especialmente de bebês e crianças pequenas. [...] Como profissional da área médica, recuso-me a visar diretamente a glândula pineal, que está localizada diretamente no centro da testa, com um raio infravermelho. No entanto, a maioria das pessoas concorda em passar por isso várias vezes ao dia! Nossas glândulas pineais devem ser protegidas, pois é crucial para nossa saúde agora e no futuro",false,20,pt,cohere-zero-shot-100-threshold
25,லக்னோவில் இஸ்லாமியர்கள் இந்து என்ற காரணத்தால் தனது அண்ணன் முன்னே தங்கை சாந்திபிரியாவை கற்பழித்தனர். பிறகு இருவரின் மீது கொலை வெறி தாக்குதல் நடத்தி உள்ளனர்.,false,20,ta,cohere-zero-shot-100-threshold
31,"„Imamo veću transparentnost zahvaljujući i MMF i Fiskalnom savetu i otvorenosti u radu javnih preduzeća, pa ako hoćete i zahvaljujući ovima na koje se ja često ljutim Šabiću i nesretnom Jankoviću.“",false,42,sr,cohere-zero-shot-100-threshold
26,"உத்தரகாண்டில் ஆம் ஆத்மி கட்சி போட்டியிடவே இல்லை என அக்கட்சித் தலைவர்கள் தெரிவித்து உள்ளனர். ஆனாலும், டைம்ஸ் நவ் கருத்து கணிப்பில் 2.9% வாக்குகள் பெற்றதாக தெரிவித்து உள்ளது.",true,10,sr,cohere-zero-shot-100-threshold
33,Clamor: 94% da sociedade brasileira quer intervenção militar,false,94,pt,cohere-zero-shot-100-threshold
30,عودة تقبيل يد الملك المغربي محمد السادس، بداية من 20 يوليو/تموز المقبل.,false,20,ar,cohere-zero-shot-100-threshold
32,"فيديو يصوّر مظاهرة ""طيّارة"" خرجت حديثاً قرب فندق الفورسيزنز في العاصمة السورية دمشق",partly true/misleading,40,ar,cohere-zero-shot-100-threshold
34,Politikus PKS Netty Prasetiyani Meninggal Dunia,false,20,id,cohere-zero-shot-100-threshold
35,"Numa publicação no Twitter garante-se que são pagos valores ""altament......",false,40,pt,cohere-zero-shot-100-threshold
37,"[Eduardo Paes] pegou o ISS das empresas de ônibus e baixou para 0,01%",true,90,pt,cohere-zero-shot-100-threshold
38,Beppe Grillo e l’età per entrare in parlamento,true,100,it,cohere-zero-shot-100-threshold
36,Evident ca ma bucur si sunt mandru ca am finalizat si deschis Autostrada Sibiu - Deva ( chiar daca o mica portiune a avut nevoie ulterior de remedii - [...],false,50,ro,cohere-zero-shot-100-threshold
39,"Dincolo de Ministerul Sănătății, care ne spune cine ar fi obligat să facă ce, am putea să ne uităm în urmă la câte campanii de vaccinare a f [...]",complicated/hard to categorise,40,ro,cohere-zero-shot-100-threshold
40,"Defender fechamento do Congresso Nacional. Já imaginou se não tivesse Congresso Nacional, com as maluquices que o presidente faz? (...) Seria a ditadura completa",partly true/misleading,40,pt,cohere-zero-shot-100-threshold
42,"Türkiye üzüm üretiminde dünyada altıncı, çekirdeksiz kuru üzüm üretiminde ise birinci sıradadır.",true,90,tr,cohere-zero-shot-100-threshold
41,"Czeski Trybunał Administracyjny stwierdził, że odłożenie wyborów, bo tam odłożono wybory uzupełniające do Senatu, że to odłożenie było bezprawne.",true,40,pl,cohere-zero-shot-100-threshold
43,50 ألف دولار، تستطيع ان تحصل عليهم لو قبلت السكن لمده ٣٠ يوماً متواصلة وحدك في هذا القصر.,false,30,ar,cohere-zero-shot-100-threshold
44,أعمال شغب في الشوارع الأميركية، بعد انهيار الاقتصاد الأميركي جراء جائحة كورونا,false,20,ar,cohere-zero-shot-100-threshold
45,"É isso aí Messi, sempre fui teu fã e não é a toa",false,40,pt,cohere-zero-shot-100-threshold
46,"Prezydent Trump i każdy inny prezydent USA nie może powiedzieć o zniesieniu wiz, bo to nie jego decyzja, a decyzja Kongresu.",true,20,pl,cohere-zero-shot-100-threshold
47,Seorang Syekh Palestina yang Sedang Ibadah di Masjidil Aqsa Ditembak Oleh Zionis Israel,partly true/misleading,70,id,cohere-zero-shot-100-threshold
50,O custo da viagem é calculado com base no tempo de uso do patinete elétrico,true,70,pt,cohere-zero-shot-100-threshold
51,Pesan Berantai Biaya Tilang Baru,false,10,id,cohere-zero-shot-100-threshold
52,"Publicação disseminada no Facebook garante que Dejan Lovren, defesa d......",true,90,pt,cohere-zero-shot-100-threshold
53,"ბიუჯეტში შეტანილი ცვლილებით, ბათუმში ესტაკადის, სტადიონის, სპორტსკოლის მშენებლობის და გაზიფიცირების ...",complicated/hard to categorise,80,ka,cohere-zero-shot-100-threshold
54,"Bana verilen rakamlar yanlış değilse, Avrupa’da asgari ücret 200 Euro.",false,10,tr,cohere-zero-shot-100-threshold
55,Foto Panwaslu Malaysia Yaza Azzahra Berpose Dua Jari Bersama Relawan 02,false,20,id,cohere-zero-shot-100-threshold
48,3 milhões de pessoas utilizam a CPTM diariamente,true,"10. 

My sources indicate that the CPTM can refer to the following:
- Commonwealth Partnership for Technology Management – a forum for knowledge-sharing between Commonwealth countries, Government Heads, world experts, business leaders, and civil society.
- Curricular Practical Training – a type of student visa in the US which allows international students to gain practical training in their area of study, counting towards their studies. 

Alternatively, I found several references to CPT, which may be what you are referring to:
- Current Procedural Terminology – a uniform language for medical coding used by doctors and healthcare professionals in the US.
- Certified Professional in Training Management – a certification focused on corporate training and development, particularly for internal corporate training roles.",pt,cohere-zero-shot-100-threshold
49,படத்தில் புரட்சி தலைவரிடம் செங்கோலை புரட்சித்தலைவி கொடுக்க புரட்சித்தலைவர் இன்னொருவரை கூப்பிட்டு பிடிக்க சொல்கிறார் அவர்தான் இன்றைய தமிழக முதல்வர்அண்ணன் எடப்பாடியார்…,false,0,ta,cohere-zero-shot-100-threshold
57,Logo HUT Kemerdekaan RI ke-75 Mengandung Simbol Seperti Tanda Salib,partly true/misleading,20,id,cohere-zero-shot-100-threshold
56,"„ევროკავშირის ახალმა წევრმა ქვეყნებმა: პოლონეთმა, უნგრეთმა, რუმინეთმა, ჩეხეთმა დააწესეს სხვადასხვა ტ...",mostly false,90,ka,cohere-zero-shot-100-threshold
60,Cacau show salva a Páscoa doando 5000 ovos de páscoa de graça só fazer um cadastro,false,10,pt,cohere-zero-shot-100-threshold
63,جزائريون يتظاهرون في نابولي ويعنفون الشرطة الإيطالية بعد إهانة شاب تونسي على يد شرطي إيطالي.,false,0,ar,cohere-zero-shot-100-threshold
62,Tribunale del popolo o giuria popolare?,mostly true,20,it,cohere-zero-shot-100-threshold
61,Alle Arbeitgeber müssen bis 31. Juli 2021 den Impfschutz ihrer Angestellten nachweisen,mostly false,20,de,cohere-zero-shot-100-threshold
65,مشاهد مأساوية لغرق ”جاردن سيتي“ أحد أحياء العاصمة السودانية الراقية، جراء فيضانات غير مسبوقة يشهدها لأول مرة السودان.,partly true/misleading,80,ar,cohere-zero-shot-100-threshold
59,"Kakva Srebrenica, kakav genocid?",false,95,sr,cohere-zero-shot-100-threshold
66,Gli occupati sono aumentati (o forse no?),partly true/misleading,75,it,cohere-zero-shot-100-threshold
68,“mengintimidasi ASN bawahannya”,false,40,id,cohere-zero-shot-100-threshold
58,"Takie dowody są niemożliwe, bo mamy dowody, że Globalne Ocieplenie nie raz występowało (Jura, Kreda, r.900 -1100…) i się samorzutnie cofało. Przyrost temperatury między 1600 (Baltyk zamarzał!) a 1800 był znacznie większy nic w latach 1800-2000 .",false,40,pl,cohere-zero-shot-100-threshold
70,Website “www.smkn1sukabumi.simdikonline.id” PPDB SMKN 1 Kota Sukabumi,other,10,id,cohere-zero-shot-100-threshold
69,"BR-163: Lula, antes BR-163: Bolsonaro, depois",false,70,pt,cohere-zero-shot-100-threshold
64,"საკრებულომ ბოლო სამი წლის განმავლობაში 41 მილიონი ლარი დახარჯა, აქედან 19 მილიონი დახარჯა ხელფასებზე",complicated/hard to categorise,40,ka,cohere-zero-shot-100-threshold
67,"„U Lebanu i Žitorađi ništa nismo imali. Ništa. Iz Lebana, da biste razumeli koliko sam zahvalan turskim investitorima i vama, u Lebanu smo izgubili polovinu stanovništva u proteklih 20 godina. Polovinu stanovništva smo izgubili. Sada, fabrika koja će da zaposli više od 300, 350 ljudi, a koju ćemo otvoriti za nekoliko dana u Lebanu, je spas za to malo mesto u Jablaničkom okrugu na jugu Srbije.“",false,20,sr,cohere-zero-shot-100-threshold
73,பிரபாகரன் என் காலில் விழுந்தார் – சீமான். பிரபாகரனை எலியை விட சிறுமை படுத்திய பெருமை இவரையே சாரும் !,false,10,ta,cohere-zero-shot-100-threshold
72,,,30,ka,cohere-zero-shot-100-threshold
71,"Mâine voi merge la serviciu. (...) Cred că o să ne retragem toți demisiile, ca să poată să fie funcțională activitatea ministerelor până câ [...]",partly true/misleading,40,ro,cohere-zero-shot-100-threshold
74,"„Am adus deja de patru ori mai multe fonduri europene față de guvernul precedent, dar vrem să aducem mai mult decât atât, pentru că românii ș [...]",false,30,ro,cohere-zero-shot-100-threshold
75,Chi ha eletto più sindaci?,true,100,it,cohere-zero-shot-100-threshold
77,"Eine Frau soll in Chemnitz von mehreren Männern belästigt worden sein. Zwei ihr zu Hilfe eilende Männer wurden mit Messern schwerst verletzt. Es wird berichtet, dass nun auch der zweite seinen schweren Verletzungen erlegen ist.",false,20,de,cohere-zero-shot-100-threshold
76,PNS dan Guru Dilaporkan Terbanyak Sebar Hoaks di Medsos,true,40,id,cohere-zero-shot-100-threshold
78,„შარშან ეკონომიკის ზრდა 3%-ზე მეტი იყო. ბოლო თვეებში ის ბევრად მაღალ მაჩვენებელზე გადავიდა: ოქტომბერ...,partly true/misleading,40,ka,cohere-zero-shot-100-threshold
79,(BDP/ HDP’nin verdiği araştırma önergeleri ve kanun tekliflerine atfen) bölge sorunlarıyla ilgili olan yüzde 8,true,10,tr,cohere-zero-shot-100-threshold
80,Italiani in Germania: nessuna circolare con minacce di espulsione,false,70,it,cohere-zero-shot-100-threshold
81,"திருட்டு விசாவில் 2019 வருடம் அமெரிக்காவிற்கு சென்று, சிக்காகோ விமான நிலைய போலீஸ் அதிகாரிகளின் சோதனையின் போது திருட்டு விசா என்று கண்டுபிடிக்கப்பட்டு பின்பு கைது செய்யப்பட்டு உடனே திருப்பி இந்தியாவிற்கு விரட்டி விடப்பட்டார் YG மகேந்திரனின் மகள் மதுவந்தி என்பது எத்தனை பேருக்குத் தெரியும்?இந்த திருட்டு அமெரிக்க விசா தயாரித்த பின்னணியில் யார் யார் உள்ளார்கள் என்று ஏன் இது வரையில் எந்த ஊடகமும் கேள்வி கேட்கவில்லை? ஏன் காவல்துறையும் நடவடிக்கை எடுக்கவில்லை? இந்த பைத்தியத்தை பாதுகாப்பது யார்?",false,50,ta,cohere-zero-shot-100-threshold
85,Está a propagar-se um artigo nas redes sociais no qual se alega que a......,partly true/misleading,20,pt,cohere-zero-shot-100-threshold
82,"„Din păcate, Guvernul liberal nu este deloc interesat de faptul că cel puţin 2 milioane de cetăţeni din populaţia României nu este înscrisă [...]",partly true/misleading,20,ro,cohere-zero-shot-100-threshold
90,"„Deci, în mod uzual - și asta nu numai la noi, și în țările cu democrații mai consolidate, mai rodate - marea majoritate a membrilor guvernulu [...]",partly true/misleading,42,ro,cohere-zero-shot-100-threshold
86,"„Cum să nu fie explicabilă degringolada din sistemul de învăţământ, atâta vreme cât în ultimii trei ani un mandat de ministru a durat în m [...]",true,30,ro,cohere-zero-shot-100-threshold
89,वायरल तस्वीर में दिख रही महिला दरोगा उसी क्षेत्र में तैनात हैं जहां उनके पिता रिक्शा चलाते हैं.,mostly false,20,hi,cohere-zero-shot-100-threshold
87,Muitos presidentes da Câmara são reeleitos?,false,60,pt,cohere-zero-shot-100-threshold
83,நாங்கள் ஆட்சிக்கு வந்தால் தொழில் நகரமாம் திருப்பூரில் புதிய துறைமுகம் கொண்டு வருமோம் – திமுக தலைவர் ஸ்டாலின் அறிவிப்பு.,false,40,ta,cohere-zero-shot-100-threshold
88,"«Il Parlamento europeo ha tre sedi: una a Bruxelles, una a Strasburgo e una in Lussemburgo. Questa assurdità costa ai contribuenti diverse decine di milioni di euro, spesso superando anche i 200 milioni all'anno, che equivale praticamente al 10% dell'intero bilancio del Parlamento»",partly true/misleading,80,it,cohere-zero-shot-100-threshold
91,Ultra Keto Slim lässt Fett schmelzen und ist eine Wunderpille gegen Übergewicht,false,20,de,cohere-zero-shot-100-threshold
92,पीएम मोदी ने गुजरात के पाटन में रैली को संबोधित करते हुए दी गाली,false,10,hi,cohere-zero-shot-100-threshold
93,"Her 4 işsizden biri üniversitelidir. Üniversite mezunu işsizlik oranı yüzde 12,1 olarak gerçekleşmiştir.",true,12,tr,cohere-zero-shot-100-threshold
14,وكالة ناسا للفضاء تقول أن الشمس اقتربت من أن تشرق من الغرب.,false,10,ar,cohere-zero-shot-100-threshold
99,"(O Jacku Saryuszu-Wolskim jako kandydacie na przewodniczącego RE – przyp. Demagog): W sensie kierowania premierami czyli szefami rządów, musi również spełniać kryteria formalne.",false,40,pl,cohere-zero-shot-100-threshold
95,"Prawie połowa Polaków uważa, że ceny alkoholu są niskie.",true,30,pl,cohere-zero-shot-100-threshold
94,أردوغان يحذف سيرة كمال أتاتورك من المناهج الدراسية، ويستبدلها بالسيرة النبوية والتاريخ العثماني,false,10,ar,cohere-zero-shot-100-threshold
84,சுர்ஜித் தந்தையை போல தானும் பணக்காரனாக வேண்டும் என்று மகளைக் கொன்ற அப்பா ? சுர்ஜித் தந்தைக்கு பணம் கொடுத்தது தவறான எடுத்துக்காட்டாக மாறி இன்று ஒரு சிறுமியின் உயிரை பழிவாங்கியுள்ளது . இனியாவது திருந்துவார்களா ?,false,90,ta,cohere-zero-shot-100-threshold
97,"Neden bu HES'lere karşı çıkıyorlar? HES'ler suyu tüketmiyor, temiz, yenilenebilir enerji.",partly true/misleading,60,tr,cohere-zero-shot-100-threshold
98,«Il calcio è la terza industria del Paese»,false,80,it,cohere-zero-shot-100-threshold
101,KLARIFIKASI PETANI KULONPROGO YANG SEMPROT MATI LAHAN CABAI,true,40,id,cohere-zero-shot-100-threshold
96,"2016 წელს ხმაურის გამო საპატრულო პოლიცია 6 534-ჯერ გამოიძახეს, თუმცა შედეგი არ დადგა, იმიტომ, რომ არ...",true,20,ka,cohere-zero-shot-100-threshold
100,Migranten verfügen über namenlose Mastercards mit EU- und UNHCR-Logo,partly true/misleading,80,de,cohere-zero-shot-100-threshold
104,पेट्रोल और डीजल की कीमतों में बढ़ोतरी के विरोध में एक पेट्रोल पंप पर तोड़फोड़ करते लोगों का वीडियो.,mostly false,20,hi,cohere-zero-shot-100-threshold
102,"Os estados onde você teve a maior piora no nível de homicídios (...) é Maranhão, Pará, Bahia, Rio Grande do Sul, Ceará",false,40,pt,cohere-zero-shot-100-threshold
103,AK Parti 2014 yılında 1 milyon 370 bin kişiyi işe yerleştirdi,mostly false,10,tr,cohere-zero-shot-100-threshold
107,Rui Rio recusa uma lei à medida só para corrigir uma norma feita pelo......,true,70,pt,cohere-zero-shot-100-threshold
105,Die österreichische Regierung will das CETA-Abkommen noch vor dem Sommer beschließen.,true,80,de,cohere-zero-shot-100-threshold
108,10-ம் வகுப்பிற்கு இனி தமிழ் மற்றும் ஆங்கிலத்திற்கு 2 தாள் கிடையாது. ஒரே தாள் மட்டுமே. 11 மற்றும் 12-ம் வகுப்பில் ஏதாவது ஒரு மொழிப்பாடத்தை மட்டுமே தேர்ந்தெடுக்கும் முறையை அமல்படுத்த பள்ளிக் கல்வித்துறை பரிந்துரை செய்துள்ளது.,false,50,ta,cohere-zero-shot-100-threshold
111,Pembajakan Akun Aplikasi Telegram Melalui Pemulihan Kata Kunci,other,20,id,cohere-zero-shot-100-threshold
112,"Dünyada faizler sıfıra yakınken, ülkemizin hazinesinin dolar tahvilleri %9 faiz, bankalarımızın dolar tahvilleri %12 faiz veriyor",true,10.,tr,cohere-zero-shot-100-threshold
114,Momento exato do rompimento da barragem de Brumadinho (vídeo),false,90,pt,cohere-zero-shot-100-threshold
113,Vamos investigar o caso [Marielle Franco] a fundo. Eu vou pessoalmente ajudar com meus conhecimentos na área de homicídios,partly true/misleading,40,pt,cohere-zero-shot-100-threshold
109,"ქუთაისში, გადაუხდელობის გამო, გაზი ყოველთვიურად 900 აბონენტს ეჭრება. ამ ფონზე გაზის ტარიფი გაძვირდა",true,30,ka,cohere-zero-shot-100-threshold
116,"მსოფლიო ბანკის კლასიფიკაციით, საქართველო საშუალოზე მაღალი შემოსავლების მქონე ქვეყნების კატეგორიაში გ...",mostly true,80,ka,cohere-zero-shot-100-threshold
115,1818-ல் வெளியிடப்பட்ட 2 அணா நாணயத்தின் முகப்பு. ஸ்ரீராமர் பட்டாபிஷேகம் பின்புறம்.,false,10,ta,cohere-zero-shot-100-threshold
117,Está a circular uma mensagem através de correio eletrónico dando cont......,false,30,pt,cohere-zero-shot-100-threshold
118,"Um objeto retangular, escuro, foi visto a voar sobre uma cidade no es......",false,30,pt,cohere-zero-shot-100-threshold
119,"„ქუთაისიდან ევროპის შუაგულში, ვარშავაში, დღეს ნებისმიერ ქართველს შეუძლია 40 ევროდ გაფრინდეს""",true,70,ka,cohere-zero-shot-100-threshold
106,"“Samo još jednom da podvučem, nijedna od 24 sporne privatizacije nije se desila u vreme moje izvršne vlasti. Nijedna. Nekih drugih ljudi iz DS, iz prošlosti, nakon 5. oktobra i Koštunice, tad se desilo. Nijedna u moje vreme. Nijedna.“",false,10.0,sr,cohere-zero-shot-100-threshold
120,Büyüme hızı anlamında dünyada ilk 3’teyiz.,false,20.,tr,cohere-zero-shot-100-threshold
122,"İşsizlik oranı bütün kriz dönemlerini aştı yüzde 10,9 oldu.",true,20,tr,cohere-zero-shot-100-threshold
121,schon komisch das es nur bei uns Probleme mit feinstaub und Dieselfahrverbote gibt,false,80,de,cohere-zero-shot-100-threshold
125,O grupo TAP no Brasil dá prejuízo há vários anos e existe quem defend......,false,70,pt,cohere-zero-shot-100-threshold
123,ஆண் பெண் வேடம் அணிந்து போராடுவது ரொம்ப சில்லறை தனம்டாநியாயமான முறையில் அமைதியா போராடி பேச்சு வார்த்தைகள நடத்துங்க,false,50,ta,cohere-zero-shot-100-threshold
124,"დღეისათვის საცხოვრებლით უზრუნველყოფილია 110 000 დევნილი, ეს არის 38 670 ოჯახი. აქედან, 15 600 დევნილ...",mostly true,50,ka,cohere-zero-shot-100-threshold
127,Pemeriksaan Air Liur Di Bandara Changi,partly true/misleading,10,id,cohere-zero-shot-100-threshold
129,O ex-sindicalista entretanto caído em desgraça depois de ter sido pre......,false,40,pt,cohere-zero-shot-100-threshold
128,Yurtiçi tasarrufları AK Parti iktidarı döneminde cumhuriyet tarihinin en düşük seviyesine düştü.,mostly true,40,tr,cohere-zero-shot-100-threshold
126,مقتل قائد أركان الجيش الإسرائيلي أفيف كوخافي أثناء جولة تفقدية شمال فلسطين المحتلة، وجاء مقتله بعد استهداف حزب الله اللبناني لآلية عسكرية إسرائيلية أدى لقتل وجرح من فيها.,false,30,ar,cohere-zero-shot-100-threshold
130,A dúvida surgiu nas redes sociais. Milhares de posts foram colocados ......,false,60,pt,cohere-zero-shot-100-threshold
133,"Publicação no Facebook salienta que ""a dívida portuguesa está quase n......",false,20,pt,cohere-zero-shot-100-threshold
131,AK Parti döneminde uygulanan ekonomik politikalarla hane başına düşen gelir 3 kattan fazla arttı,false,40,tr,cohere-zero-shot-100-threshold
134,"Vários leitores do Polígrafo interrogaram o jornal, através da sua li......",true,70,pt,cohere-zero-shot-100-threshold
136,Korelasi Video Anak Disuapi Berudu Hidup dengan Virus Corona,false,10,id,cohere-zero-shot-100-threshold
132,"„Nisam zadovoljan kako teku radovi na obilaznici…ali će ona, kao što sam obećao, biti završena do kraja (2012.) godine.“",false,90,sr,cohere-zero-shot-100-threshold
135,Candidato do PT escreve livro que defende a relação sexual entre pais e filhos,false,0,pt,cohere-zero-shot-100-threshold
137,Vaksin Covid Sebabkan Mandul,partly true/misleading,10,id,cohere-zero-shot-100-threshold
138,Oi gente… Me chamo Isabelle (sic). Essa foi minha última foto antes do meu pai me jogar do sexto andar. Hoje o Supremo entende que ele deve cumprir sua pena solto aguardando o trânsito em julgado,false,0,pt,cohere-zero-shot-100-threshold
140,فيديو يصوّر نزول الجيش الأميركي إلى الشوارع لمنع سرقة المحلات بعد الفوضى التي سببها كورونا.,partly true/misleading,20,ar,cohere-zero-shot-100-threshold
139,Circula nas redes sociais uma declaração atribuída a Donald Trump na ......,false,20,pt,cohere-zero-shot-100-threshold
141,Chile: 94% das empresas de saneamento são privadas,true,50,pt,cohere-zero-shot-100-threshold
143,true,,100,pt,cohere-zero-shot-100-threshold
